ID da Mensagem;Tipo da Mensagem;ID Chatbot;ID da Mensagem no Chatbot;ID do Chatbot de Referência;ID do Usuário Origem;ID do Contato Origem;ID do Usuário Destino;ID do COntato Destino;Tipo do Conteúdo;URL;Polaridade;Tempo de Foco;Visualizações;Favoritada;Chat Aberto;Data de Registro;Data de Envio;Conteúdo
616;Mensagem Alvo;6;3;;0;36;13;;Textual;;-0.25;4.011;2;;true;29/04/2021 01:36:19;29/04/2021 01:36:19;Ocupação de UTI para Covid atinge menor patamar desde início de março em SP.
615;Mensagem de Controle;6;2;;0;36;13;;Imagem;;;4.141;2;;true;29/04/2021 01:36:19;29/04/2021 01:36:19;https://s.calendarr.com/upload/datas/sa/op/sao-paulo_c.jpg
614;Mensagem de Controle;6;1;;0;36;13;;Textual;;0.0;0.0;2;;true;29/04/2021 01:36:19;29/04/2021 01:36:19;Agora já estamos entendendo as matérias que você prefere.
613;Mensagem de Controle;6;7;;0;33;12;;Textual;;0.6124;0.0;2;;true;29/04/2021 01:36:19;29/04/2021 01:36:19;Você gostaria de receber mais notícias assim?
612;Mensagem de Controle;6;6;;0;33;12;;Textual;;0.6588;0.0;2;;true;29/04/2021 01:36:19;29/04/2021 01:36:19;Isso é ótimo!
611;Mensagem Alvo;6;5;;0;33;12;;Textual;;0.0;0.0;2;;true;29/04/2021 01:36:19;29/04/2021 01:36:19;O índice da nossa bolsa subiu quase 3%, e o dólar caiu quase 2%.
610;Mensagem Alvo;6;4;;0;33;12;;Textual;;0.8625;0.0;2;;true;29/04/2021 01:36:19;29/04/2021 01:36:19;Isso combinado com a compra de vacinas, contribuiu até para a melhoria economia nacional, dando ar de liberdade para que essa tribulação metropolitana saísse consumir.
609;Mensagem Alvo;6;3;;0;33;12;;Textual;;-0.25;0.0;2;;true;29/04/2021 01:36:18;29/04/2021 01:36:18;Ocupação de UTI para Covid atinge menor patamar desde início de março em SP.
608;Mensagem de Controle;6;2;;0;33;12;;Imagem;;;0.0;2;;true;29/04/2021 01:36:18;29/04/2021 01:36:18;https://s.calendarr.com/upload/datas/sa/op/sao-paulo_c.jpg
607;Mensagem de Controle;6;1;;0;33;12;;Textual;;0.0;0.0;2;;true;29/04/2021 01:36:18;29/04/2021 01:36:18;Agora já estamos entendendo as matérias que você prefere.
606;Mensagem de Controle;6;7;;0;32;11;;Textual;;0.6124;0.0;0;;false;29/04/2021 01:36:18;29/04/2021 01:36:18;Você gostaria de receber mais notícias assim?
605;Mensagem de Controle;6;6;;0;32;11;;Textual;;0.6588;0.0;0;;false;29/04/2021 01:36:18;29/04/2021 01:36:18;Isso é ótimo!
604;Mensagem Alvo;6;5;;0;32;11;;Textual;;0.0;0.0;0;;false;29/04/2021 01:36:18;29/04/2021 01:36:18;O índice da nossa bolsa subiu quase 3%, e o dólar caiu quase 2%.
603;Mensagem Alvo;6;4;;0;32;11;;Textual;;0.8625;0.0;0;;false;29/04/2021 01:36:17;29/04/2021 01:36:17;Isso combinado com a compra de vacinas, contribuiu até para a melhoria economia nacional, dando ar de liberdade para que essa tribulação metropolitana saísse consumir.
602;Mensagem Alvo;6;3;;0;32;11;;Textual;;-0.25;0.0;0;;false;29/04/2021 01:36:17;29/04/2021 01:36:17;Ocupação de UTI para Covid atinge menor patamar desde início de março em SP.
601;Mensagem de Controle;6;2;;0;32;11;;Imagem;;;0.0;0;;false;29/04/2021 01:36:17;29/04/2021 01:36:17;https://s.calendarr.com/upload/datas/sa/op/sao-paulo_c.jpg
600;Mensagem de Controle;6;1;;0;32;11;;Textual;;0.0;0.0;0;;false;29/04/2021 01:36:17;29/04/2021 01:36:17;Agora já estamos entendendo as matérias que você prefere.
599;Mensagem de Controle;6;7;;0;29;10;;Textual;;0.6124;0.0;0;;false;29/04/2021 01:36:17;29/04/2021 01:36:17;Você gostaria de receber mais notícias assim?
598;Mensagem de Controle;6;6;;0;29;10;;Textual;;0.6588;0.0;0;;false;29/04/2021 01:36:17;29/04/2021 01:36:17;Isso é ótimo!
597;Mensagem Alvo;6;5;;0;29;10;;Textual;;0.0;0.0;0;;false;29/04/2021 01:36:16;29/04/2021 01:36:16;O índice da nossa bolsa subiu quase 3%, e o dólar caiu quase 2%.
596;Mensagem Alvo;6;4;;0;29;10;;Textual;;0.8625;0.0;0;;false;29/04/2021 01:36:16;29/04/2021 01:36:16;Isso combinado com a compra de vacinas, contribuiu até para a melhoria economia nacional, dando ar de liberdade para que essa tribulação metropolitana saísse consumir.
595;Mensagem Alvo;6;3;;0;29;10;;Textual;;-0.25;0.0;0;;false;29/04/2021 01:36:16;29/04/2021 01:36:16;Ocupação de UTI para Covid atinge menor patamar desde início de março em SP.
594;Mensagem de Controle;6;2;;0;29;10;;Imagem;;;0.0;0;;false;29/04/2021 01:36:16;29/04/2021 01:36:16;https://s.calendarr.com/upload/datas/sa/op/sao-paulo_c.jpg
593;Mensagem de Controle;6;1;;0;29;10;;Textual;;0.0;0.0;0;;false;29/04/2021 01:36:16;29/04/2021 01:36:16;Agora já estamos entendendo as matérias que você prefere.
592;Mensagem de Controle;6;7;;0;26;9;;Textual;;0.6124;45.724;1;;true;29/04/2021 01:36:16;29/04/2021 01:36:16;Você gostaria de receber mais notícias assim?
591;Mensagem de Controle;6;6;;0;26;9;;Textual;;0.6588;45.726;1;;true;29/04/2021 01:36:16;29/04/2021 01:36:16;Isso é ótimo!
590;Mensagem Alvo;6;5;;0;26;9;;Textual;;0.0;45.726;1;;true;29/04/2021 01:36:15;29/04/2021 01:36:15;O índice da nossa bolsa subiu quase 3%, e o dólar caiu quase 2%.
589;Mensagem Alvo;6;4;;0;26;9;;Textual;;0.8625;45.726;1;;true;29/04/2021 01:36:15;29/04/2021 01:36:15;Isso combinado com a compra de vacinas, contribuiu até para a melhoria economia nacional, dando ar de liberdade para que essa tribulação metropolitana saísse consumir.
588;Mensagem Alvo;6;3;;0;26;9;;Textual;;-0.25;45.727;1;;true;29/04/2021 01:36:15;29/04/2021 01:36:15;Ocupação de UTI para Covid atinge menor patamar desde início de março em SP.
587;Mensagem de Controle;6;2;;0;26;9;;Imagem;;;45.748;1;;true;29/04/2021 01:36:15;29/04/2021 01:36:15;https://s.calendarr.com/upload/datas/sa/op/sao-paulo_c.jpg
586;Mensagem de Controle;6;1;;0;26;9;;Textual;;0.0;0.0;1;;true;29/04/2021 01:36:15;29/04/2021 01:36:15;Agora já estamos entendendo as matérias que você prefere.
585;Mensagem de Controle;6;7;;0;21;8;;Textual;;0.6124;21.854;1;;true;29/04/2021 01:36:15;29/04/2021 01:36:15;Você gostaria de receber mais notícias assim?
584;Mensagem de Controle;6;6;;0;21;8;;Textual;;0.6588;21.854;1;;true;29/04/2021 01:36:14;29/04/2021 01:36:14;Isso é ótimo!
583;Mensagem Alvo;6;5;;0;21;8;;Textual;;0.0;21.855;1;;true;29/04/2021 01:36:14;29/04/2021 01:36:14;O índice da nossa bolsa subiu quase 3%, e o dólar caiu quase 2%.
582;Mensagem Alvo;6;4;;0;21;8;;Textual;;0.8625;21.856;1;true;true;29/04/2021 01:36:14;29/04/2021 01:36:14;Isso combinado com a compra de vacinas, contribuiu até para a melhoria economia nacional, dando ar de liberdade para que essa tribulação metropolitana saísse consumir.
581;Mensagem Alvo;6;3;;0;21;8;;Textual;;-0.25;21.858;1;;true;29/04/2021 01:36:14;29/04/2021 01:36:14;Ocupação de UTI para Covid atinge menor patamar desde início de março em SP.
580;Mensagem de Controle;6;2;;0;21;8;;Imagem;;;0.0;1;;true;29/04/2021 01:36:14;29/04/2021 01:36:14;https://s.calendarr.com/upload/datas/sa/op/sao-paulo_c.jpg
579;Mensagem de Controle;6;1;;0;21;8;;Textual;;0.0;0.0;1;;true;29/04/2021 01:36:14;29/04/2021 01:36:14;Agora já estamos entendendo as matérias que você prefere.
578;Mensagem de Controle;6;7;;0;20;7;;Textual;;0.6124;0.0;0;;true;29/04/2021 01:36:13;29/04/2021 01:36:13;Você gostaria de receber mais notícias assim?
577;Mensagem de Controle;6;6;;0;20;7;;Textual;;0.6588;0.0;0;;true;29/04/2021 01:36:13;29/04/2021 01:36:13;Isso é ótimo!
576;Mensagem Alvo;6;5;;0;20;7;;Textual;;0.0;0.0;0;;true;29/04/2021 01:36:13;29/04/2021 01:36:13;O índice da nossa bolsa subiu quase 3%, e o dólar caiu quase 2%.
575;Mensagem Alvo;6;4;;0;20;7;;Textual;;0.8625;0.0;0;;true;29/04/2021 01:36:13;29/04/2021 01:36:13;Isso combinado com a compra de vacinas, contribuiu até para a melhoria economia nacional, dando ar de liberdade para que essa tribulação metropolitana saísse consumir.
574;Mensagem Alvo;6;3;;0;20;7;;Textual;;-0.25;0.0;0;;true;29/04/2021 01:36:13;29/04/2021 01:36:13;Ocupação de UTI para Covid atinge menor patamar desde início de março em SP.
573;Mensagem de Controle;6;2;;0;20;7;;Imagem;;;0.0;0;;true;29/04/2021 01:36:13;29/04/2021 01:36:13;https://s.calendarr.com/upload/datas/sa/op/sao-paulo_c.jpg
572;Mensagem de Controle;6;1;;0;20;7;;Textual;;0.0;0.0;0;;true;29/04/2021 01:36:13;29/04/2021 01:36:13;Agora já estamos entendendo as matérias que você prefere.
571;Mensagem de Controle;6;7;;0;16;6;;Textual;;0.6124;0.0;0;;false;29/04/2021 01:36:12;29/04/2021 01:36:12;Você gostaria de receber mais notícias assim?
570;Mensagem de Controle;6;6;;0;16;6;;Textual;;0.6588;0.0;0;;false;29/04/2021 01:36:12;29/04/2021 01:36:12;Isso é ótimo!
569;Mensagem Alvo;6;5;;0;16;6;;Textual;;0.0;0.0;0;;false;29/04/2021 01:36:12;29/04/2021 01:36:12;O índice da nossa bolsa subiu quase 3%, e o dólar caiu quase 2%.
568;Mensagem Alvo;6;4;;0;16;6;;Textual;;0.8625;0.0;0;;false;29/04/2021 01:36:12;29/04/2021 01:36:12;Isso combinado com a compra de vacinas, contribuiu até para a melhoria economia nacional, dando ar de liberdade para que essa tribulação metropolitana saísse consumir.
567;Mensagem Alvo;6;3;;0;16;6;;Textual;;-0.25;0.0;0;;false;29/04/2021 01:36:12;29/04/2021 01:36:12;Ocupação de UTI para Covid atinge menor patamar desde início de março em SP.
566;Mensagem de Controle;6;2;;0;16;6;;Imagem;;;0.0;0;;false;29/04/2021 01:36:12;29/04/2021 01:36:12;https://s.calendarr.com/upload/datas/sa/op/sao-paulo_c.jpg
565;Mensagem de Controle;6;1;;0;16;6;;Textual;;0.0;0.0;0;;false;29/04/2021 01:36:11;29/04/2021 01:36:11;Agora já estamos entendendo as matérias que você prefere.
564;Mensagem de Controle;6;7;;0;13;5;;Textual;;0.6124;3.943;2;;true;29/04/2021 01:36:11;29/04/2021 01:36:11;Você gostaria de receber mais notícias assim?
563;Mensagem de Controle;6;6;;0;13;5;;Textual;;0.6588;4.102;2;;true;29/04/2021 01:36:11;29/04/2021 01:36:11;Isso é ótimo!
562;Mensagem Alvo;6;5;;0;13;5;;Textual;;0.0;4.104;2;;true;29/04/2021 01:36:11;29/04/2021 01:36:11;O índice da nossa bolsa subiu quase 3%, e o dólar caiu quase 2%.
561;Mensagem Alvo;6;4;;0;13;5;;Textual;;0.8625;4.167;2;;true;29/04/2021 01:36:11;29/04/2021 01:36:11;Isso combinado com a compra de vacinas, contribuiu até para a melhoria economia nacional, dando ar de liberdade para que essa tribulação metropolitana saísse consumir.
560;Mensagem Alvo;6;3;;0;13;5;;Textual;;-0.25;4.26;2;;true;29/04/2021 01:36:11;29/04/2021 01:36:11;Ocupação de UTI para Covid atinge menor patamar desde início de março em SP.
559;Mensagem de Controle;6;2;;0;13;5;;Imagem;;;5.981;2;;true;29/04/2021 01:36:10;29/04/2021 01:36:10;https://s.calendarr.com/upload/datas/sa/op/sao-paulo_c.jpg
558;Mensagem de Controle;6;1;;0;13;5;;Textual;;0.0;0.0;2;;true;29/04/2021 01:36:10;29/04/2021 01:36:10;Agora já estamos entendendo as matérias que você prefere.
557;Mensagem de Controle;6;7;;0;9;4;;Textual;;0.6124;0.0;0;;true;29/04/2021 01:36:10;29/04/2021 01:36:10;Você gostaria de receber mais notícias assim?
556;Mensagem de Controle;6;6;;0;9;4;;Textual;;0.6588;0.0;0;;true;29/04/2021 01:36:10;29/04/2021 01:36:10;Isso é ótimo!
555;Mensagem Alvo;6;5;;0;9;4;;Textual;;0.0;0.0;0;;true;29/04/2021 01:36:10;29/04/2021 01:36:10;O índice da nossa bolsa subiu quase 3%, e o dólar caiu quase 2%.
554;Mensagem Alvo;6;4;;0;9;4;;Textual;;0.8625;0.0;0;;true;29/04/2021 01:36:10;29/04/2021 01:36:10;Isso combinado com a compra de vacinas, contribuiu até para a melhoria economia nacional, dando ar de liberdade para que essa tribulação metropolitana saísse consumir.
553;Mensagem Alvo;6;3;;0;9;4;;Textual;;-0.25;0.0;0;;true;29/04/2021 01:36:09;29/04/2021 01:36:09;Ocupação de UTI para Covid atinge menor patamar desde início de março em SP.
552;Mensagem de Controle;6;2;;0;9;4;;Imagem;;;0.0;0;;true;29/04/2021 01:36:09;29/04/2021 01:36:09;https://s.calendarr.com/upload/datas/sa/op/sao-paulo_c.jpg
551;Mensagem de Controle;6;1;;0;9;4;;Textual;;0.0;0.0;0;;true;29/04/2021 01:36:09;29/04/2021 01:36:09;Agora já estamos entendendo as matérias que você prefere.
550;Mensagem de Controle;6;7;;0;8;3;;Textual;;0.6124;0.0;0;;true;29/04/2021 01:36:09;29/04/2021 01:36:09;Você gostaria de receber mais notícias assim?
549;Mensagem de Controle;6;6;;0;8;3;;Textual;;0.6588;0.0;0;;true;29/04/2021 01:36:09;29/04/2021 01:36:09;Isso é ótimo!
548;Mensagem Alvo;6;5;;0;8;3;;Textual;;0.0;0.0;0;;true;29/04/2021 01:36:09;29/04/2021 01:36:09;O índice da nossa bolsa subiu quase 3%, e o dólar caiu quase 2%.
547;Mensagem Alvo;6;4;;0;8;3;;Textual;;0.8625;0.0;0;;true;29/04/2021 01:36:09;29/04/2021 01:36:09;Isso combinado com a compra de vacinas, contribuiu até para a melhoria economia nacional, dando ar de liberdade para que essa tribulação metropolitana saísse consumir.
546;Mensagem Alvo;6;3;;0;8;3;;Textual;;-0.25;0.0;0;;true;29/04/2021 01:36:08;29/04/2021 01:36:08;Ocupação de UTI para Covid atinge menor patamar desde início de março em SP.
545;Mensagem de Controle;6;2;;0;8;3;;Imagem;;;0.0;0;;true;29/04/2021 01:36:08;29/04/2021 01:36:08;https://s.calendarr.com/upload/datas/sa/op/sao-paulo_c.jpg
544;Mensagem de Controle;6;1;;0;8;3;;Textual;;0.0;0.0;0;;true;29/04/2021 01:36:08;29/04/2021 01:36:08;Agora já estamos entendendo as matérias que você prefere.
536;Aguardar Resposta;6;;;;;;;Textual;;;0.0;0;;false;29/04/2021 01:35:51;29/04/2021 01:35:51;
535;Mensagem de Controle;6;9;;;;;;Textual;;0.0;0.0;0;;false;29/04/2021 01:35:51;29/04/2021 01:35:51;Até logo!
534;Mensagem de Controle;6;8;;;;;;Textual;;0.2732;0.0;0;;false;29/04/2021 01:35:51;29/04/2021 01:35:51;Combinado então.
533;Aguardar Resposta;6;;;;;;;Textual;;;0.0;0;;false;29/04/2021 01:35:51;29/04/2021 01:35:51;
532;Mensagem de Controle;6;7;;;;;;Textual;;0.6124;0.0;0;;false;29/04/2021 01:35:51;29/04/2021 01:35:51;Você gostaria de receber mais notícias assim?
531;Mensagem de Controle;6;6;;;;;;Textual;;0.6588;0.0;0;;false;29/04/2021 01:35:51;29/04/2021 01:35:51;Isso é ótimo!
530;Mensagem Alvo;6;5;;;;;;Textual;;0.0;0.0;0;;false;29/04/2021 01:35:51;29/04/2021 01:35:51;O índice da nossa bolsa subiu quase 3%, e o dólar caiu quase 2%.
529;Mensagem Alvo;6;4;;;;;;Textual;;0.8625;0.0;0;;false;29/04/2021 01:35:51;29/04/2021 01:35:51;Isso combinado com a compra de vacinas, contribuiu até para a melhoria economia nacional, dando ar de liberdade para que essa tribulação metropolitana saísse consumir.
528;Mensagem Alvo;6;3;;;;;;Textual;;-0.25;0.0;0;;false;29/04/2021 01:35:51;29/04/2021 01:35:51;Ocupação de UTI para Covid atinge menor patamar desde início de março em SP.
527;Mensagem de Controle;6;2;;;;;;Imagem;;;0.0;0;;false;29/04/2021 01:35:51;29/04/2021 01:35:51;https://s.calendarr.com/upload/datas/sa/op/sao-paulo_c.jpg
526;Mensagem de Controle;6;1;;;;;;Textual;;0.0;0.0;0;;false;29/04/2021 01:35:51;29/04/2021 01:35:51;Agora já estamos entendendo as matérias que você prefere.
525;Mensagem Alvo;1;4;;0;74;24;;Textual;;0.0;0.0;2;;true;28/04/2021 23:40:09;28/04/2021 23:40:09;Fique atento(a)!
524;Mensagem de Controle;1;3;;0;74;24;;Textual;;0.0;0.0;2;;true;28/04/2021 23:40:09;28/04/2021 23:40:09;Nós vamos lhe manter atualizado(a) sobre diversos assuntos.
523;Mensagem de Controle;1;2;;0;74;24;;Imagem;;;0.0;2;;true;28/04/2021 23:40:09;28/04/2021 23:40:09;data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAOEAAADhCAMAAAAJbSJIAAAA21BMVEWE1PD////8blEsTHaG1/NqrMomQm8AOGr19vdfm7snRHAbQ3GI2vYqSXQhRXI9ZYt/jaR70e+Sn7M2TnRKep5Va4z/b0/a8fqg3fP3/P7E6fe65vbq9/yP1/Gm3/Sv4vXP7fmX2vLh9PsQSngANmm7w8/m6e4ASXh4wd4gOmjw+f2krr7GzddJY4dtf5qYpLY+WoBWUXH2bVLNZVzT2OB1hqCjrr6xushnepcAMGWJWWnR19/EY16FlKrUZlpNUHK2YWByVW2pXmOeXGXcaFiTW2dmVG7palVBbZJpsAEmAAALrElEQVR4nOWdaXfbthKGqUsnVMKQDe2YEiXREi0vSb3ITuzatePWdXud/v9fdAFQ1IptwOGC3PdDzgkjMngOgAFmMACcTuVKRr3JYDg+yLI0TR3HIX9m2cF4OJj0Rkn1/71T5cdHk2E/dSIqZ1v587Q/nIyqLERVhAQuE5DxSLPqMKsgHA36jhbbOqfTH1RBiU2Y9MZwuhXKcQ+7a6ISJpO+Md2Ssj9BhUQkRMBbQuIVC4vwcIyEV0COD5FKhkM4STHx5pApTkUiEI5wq2+FMRojGNfShKN+NXhzyH5pxpKEh1mVfIwxK9khSxFWz4fAWIKw2va5xlimrRoTJuO6+Bjj2HgWYEo4qJOPIkaDWgkPKxj/lIypWXc0Iqy1ga4wjmsinDjNANKm2quD8KApPsZ4UDlhr0G8XNBqBBIOm6zAXNGwQsKkARO6rSgFjY0QwuZbaCFISwUQtqCFFoK0VH3C2mahOor66IRJ2jTUhrQ7oybhqE0VmCvS9Df0CHvtAySIevZGi3DSRkCCqBWq0iGs21PSlpZHpUHYWkA9RDVhi4bBbWkMjErCVgPqIKoIWw6ogaggbHEfLKTqi3JCCwCVg4aUsJUD/bbkQ7+MsIVTNb6kEzgJYWILIJFkGi4hbJs3IVNqQtgqf1Alib8oJGz9QLgu8bAoIrTEjC4lNKgCwqTpAhtIYG0EhDZZmUIZhNCyTphL0BW5hNZ1wlwRd/mNS9h0UY2lS3jQdEGNxVuZ4hBa2kapeEMGh7DpYpaSDmFDS9g44iyEbxEe2gzIs6dbhE0Xsax2VIRWxC1k2grbbBDa5PUKFCVSQqvNTK5NY7NOaE1kRqaNqM06Yb/p0qGoLybUHCl2mpNW+dYrcY0w0/rA53fN6bNWCTMRoV4V7rz58r4pfXmjVYtrw/4qoV4V7rx56zalt3qEa5W4QqhpSG0gXO2JK4SahjQnDP26FQIIVx3FJeGvmmMhI/S6nbrV9QCE0a8cwrHeu3YQOsuJzZJQdzpjB2G0TajtVFhCuHAxFoTaMWA7CJerUQWhvmtvCeFi1C8I9SOIlhAubE1BqO822UJY2Jo5ISA3zxrCyRohwDG0hbBwE3NCSHjGGsJ5wCYnhCSQ2kM4WSGERC+QCW/udnd3z87V3wMTzpspIwTFEDUJu8e79xcXl7Nz6Y9mrke8htD3vMsbdMK8mTJC0GqTFmH3yff8MAiIkxU+CX91F/pB4fqFR7fy7HsDwt6CUNet0Ca888Kl2+r7x/xfffTyH8wpw+AElzAf9Bkh5C0dwqe86EEY5oX3Zrxf3fr0N6Su9wKP1WXgyxANCJ2CEBYHVhMywMD3929v931Wdu+37V/NPFZvv1Gq7vk+e2cPl5AFMyghbDVGSXjMir6XN83kLqAN1tuyIyf0V/7l+lv+Li7hYE4IW7dXESa0afr3y5Lth7zauSRP/duVB48U0RO3U5NWejAnBL2kJKSVEd6vPrkgMN7GqNElnTC4WHt0Rh75Z6iETk6oG4LSJDw/In1w7Z+7XuD+vlE5lPDocf3ZXuB6d6iEtCM64D0/yn745Lsbve488LdMzbHvbXa6m8C73PxZScIJIwSNhjq2lPNvvEd6PytFSEdERzeYDyCsRkaEGSMEropaRRhRQui6r12EI0IITfKyi7BHCKG5pHYRDgkhNBPRKkIyq3HACc92EaaEEPiKZYSED5wFZRdhlDjgJCE5Yfdst5zOhF82Ixw54IxgOeGVV3Ix27vCJew54L32UsITr3Q2gshFNCScOOB0S8sIB84Q+IqcMKGEe+aihIKgoqEtHTpA30nVD2lo8CE21QMNLQq+bEg4dsCbK+SE96HrXsf/MVN87bqhyAk2JDxwgN6hinDmu+70qyHh16nrbkcDyhFm2IQ0Yjb9ZlaJ8TdC6D0KvmxMCN6HJydMaB0+GBKSbuiGgg+bEqYO+BXFrI12RNewI7qSbmhOCJaC8JhW4ncTxPg77YaCVRxjQgOpZt6kIIGRNY2vabBc+N32ED6RZnr6Bxwx/nYqXbhoD+GJYSXGf0qmbK0i7NyGJj0xfia9MPwo/qwxIfJoQSvxiE6goaM+He2lnzW2pfiEdOHCnf4Fq8T4lQD63LXisoTIcxomOv2evkAQ479JFQYi57cMYVYJ4TltpxB7Gn8ndtQ9kiacGBMi+xa5aDt1p//oIsZ/sE4oa6MlfAtk/3AuurKtjZgD+vfyTxr7h7g+/qI4ezQFQ8/JYLM1N5R2QnPCIXKcZqGTgCKe/q1EjOP/0j4YuqovGsdpcGNtK4gua6ivX+WM8Y/rvAbViXKmsTbkeOlKia5Y5tf0ORYzxvHLKa1r/0J9oqxxvBQ55r2iZN9niH9+FzDG8fPelAUQJQkKZQlHla5bzDyW1zbde/kRb1CSv/94yfkCXk4YGmFS7drTzRWrRnc6fX3+sRY3/OflejrNI8AX0pTEkoRO5euHMz9nDKan7uvDyzPVy8PrdDrN0xZ9SRYUBmFa/Rpwd9cv0mSDaaHige/PtE+QN18Drnwdn6U6L3KBFwp870q3/owJ2To+dEA0WSF93KWrbmGBGYS+51/MVJndGIS9+vJpTs5nl1f+ked5R/7F7UwjOR+FcFR3TlTS5aWzVUj4f5LXhp6b2CLCcSX5pS0inOeXAk2NVYSjKvK820Q4z/NGztVvE2GRq4+836I9hIv9FiZ7ZmoHZItapntmDPY9hR8VEq0hnaleFCs03/dksHfNDeXy9/mAt57iRYncEnvX4PsPVQq4hN08rmEu4/2H0D2kgVwiwpM9FptSvC2T8R5S4D7gXxQSEN4wJ/G96m2pTPcBwyZuOx8U+hTwCI9ZWOrLO9XbUoGqcHUvN+pxiXxCtqGSNLMPiP+TXGv78VEP2+MS3jLA4HN9gOtnKqDeWcUhzI3o+6vPdSQazLVxLgbU0ZdpmzBfw3j/CzwBq4Q2zjbBPOF6izA3om8/1cm3PNAMfsaQUpuEx78zwHc1dkGHc8YQ4l0BG4S7tRtRpq1zohAPEF4nzI2oW6cRpeKc9YVna1YJmzCiTJzz2qAhN7FWCOdG9N9ajSgT78w94KZ1sZaEj40YUSruuYloA8aC8O5oPhNF+jBA3LMv0Q6CLggbMqJUgvNLoeF9keaEl/XPRBfKOnxCpFE/J5wb0aj+Pig5RxipEimhyzz9Jowo1WoVrhPi9ERGyKIqn5poodLzvHHcxIKwESNKJTmTHacSc8JmjCiV9Fx9lLsR8n5Y+0y0kPxuBJSADSVsyIhSKe63wHAxCOHbhoyoo76jpNMpX7IPn740ZESplPfMIAz7H/5tyog6WncFIRibpmyMo3ffk+X3IXFwth/9/Peu/fx351ncTrkwvIeWtlPAHZY//z2kdt4lK7i5WnQfsH2VuDkfVRDa1xWhdzpb1xXh93Jbdgebyd3qdlkbgZVRENpkbSS7NiSE9tyGuBGZ0Se0xaAKzaia0I57V4ukCyNCGxC3AjMwwvYPi+KBUJOw7YhKQDVhuxHVgBqEbe6Lqj6oSdheRB1ALULUvD5EKYYJCGE7h375QA8kbOMETjpVgxN2krZ5GqnuFmldQuIvtqkaJf6gOWGbBkaNYdCEsEX2Rs/GwAlJZ2wDY6TdBeGErWipkBZqQNjpNQ0IaqEmhJ3OQZPVGPFWl7AJSTU2xRhpTmPKEuJk3ZgAbi9hV0XYOWzAqEYpd/GsIsIGPCotTwmTsJPU2lSjMWgMRCEk/kZtM9Wor+lHIBOS7pjVwRhlZh0Qg7AOxpJ8pQmrbqul2icSIWEcR9VARtG4NB8KIdGkgvExSrUCTUrhEJIOiVuRpPpKdr+FsAiJJn0kyCjq41QfEyIhmQUgQFI849GdJ1RCoqQ3dowpyYvjHipeB5+QajTowynJC/0BguncUhWEVKPJMIsiLU76s2w4qYKOqipCJoLZTxkBjzR/nvarg2OqlDBXMupNBsPxQZalKY2ckz+z7GA8HEx6I+xOx9H/AFqoTMocT+u5AAAAAElFTkSuQmCC
522;Mensagem de Controle;1;1;;0;74;24;;Textual;;0.5093;0.0;2;;true;28/04/2021 23:40:09;28/04/2021 23:40:09;Olá, seja bem-vindo(a) ao Rechat!
521;Mensagem Alvo;5;4;5;0;39;14;;Textual;;0.4753;18.641;3;;true;28/04/2021 19:33:49;28/04/2021 19:33:49;PEGA ESSA OPORTUNIDADE BICHO!
520;Mensagem Alvo;5;3;5;0;39;14;;Textual;;0.0;19.74;3;;true;28/04/2021 19:33:49;28/04/2021 19:33:49;Segue o link: https://www.puc.org/saude/puc-com-inscricoes-abertas-sequelas-respiratorias-covid-19.html
519;Resposta Alvo;;;5;14;39;0;;Textual;;0.296;0.0;0;;true;28/04/2021 19:33:49;28/04/2021 19:33:49;Ok
518;Mensagem Alvo;1;4;;0;71;23;;Textual;;0.0;0.0;0;;false;28/04/2021 18:50:43;28/04/2021 18:50:43;Fique atento(a)!
517;Mensagem de Controle;1;3;;0;71;23;;Textual;;0.0;0.0;0;;false;28/04/2021 18:50:43;28/04/2021 18:50:43;Nós vamos lhe manter atualizado(a) sobre diversos assuntos.
